Region,Cause,Sex,Rank,Number,Rate,Age_Adjusted_Rate
SHELBY,DIABETES MELLITUS,Male,7.0,127.0,28.5626252426136,29.6160575188335
SHELBY,DIABETES MELLITUS,Female,7.0,113.0,22.9428114892727,19.2922838709813
SHELBY,ASSAULT (HOMICIDE),Total,8.0,226.0,24.1152581292962,24.5676728604196
SHELBY,ASSAULT (HOMICIDE),Male,5.0,202.0,45.4303173150233,45.7386577372726
SHELBY,ASSAULT (HOMICIDE),Female,17.0,24.0,4.87280951984553,4.83521573850135
SHELBY,SEPTICEMIA,Total,9.0,188.0,20.0604802137508,18.7013909359909
SHELBY,SEPTICEMIA,Male,9.0,85.0,19.1167176820642,20.5218392091513
SHELBY,SEPTICEMIA,Female,8.0,103.0,20.9124741893371,17.2919008973924
SHELBY,PNEUMONIA AND INFLUENZA,Total,10.0,173.0,18.4599099839303,17.6614317984288
SHELBY,PNEUMONIA AND INFLUENZA,Male,11.0,81.0,18.2171074382024,21.5372630206864
SHELBY,PNEUMONIA AND INFLUENZA,Female,9.0,92.0,18.6791031594079,15.8556342495777
SHELBY,"NEPHRITIS, NEPHROTIC SYNDROME, NEPHROSIS",Total,11.0,145.0,15.4721788882653,14.9711753553774
SHELBY,"NEPHRITIS, NEPHROTIC SYNDROME, NEPHROSIS",Male,12.0,71.0,15.9680818285478,17.9365487617493
SHELBY,"NEPHRITIS, NEPHROTIC SYNDROME, NEPHROSIS",Female,10.0,74.0,15.0244960195237,13.1981966741068
SHELBY,SUICIDE,Total,13.0,110.0,11.737515018684,11.6928887504633
SHELBY,SUICIDE,Male,10.0,84.0,18.8918151210988,19.1451059694202
SHELBY,SUICIDE,Female,15.0,26.0,5.27887697983266,5.50954997362152
SOUTH CENTRAL,DISEASES OF HEART,Total,1.0,1219.0,294.694293954536,234.177164763013
SOUTH CENTRAL,DISEASES OF HEART,Male,1.0,693.0,339.521142907536,304.794240736325
SOUTH CENTRAL,DISEASES OF HEART,Female,1.0,526.0,251.028453072951,175.704431737611
SOUTH CENTRAL,MALIGNANT NEOPLASMS,Total,2.0,955.0,230.8720678643,173.092874915048
SOUTH CENTRAL,MALIGNANT NEOPLASMS,Male,2.0,551.0,269.951154028935,222.575490444785
SOUTH CENTRAL,MALIGNANT NEOPLASMS,Female,2.0,404.0,192.805123652989,135.999310301867
SOUTH CENTRAL,CHRONIC LOWER RESPIRATORY DISEASES,Total,3.0,328.0,79.2942808999901,60.4976985315462
SOUTH CENTRAL,CHRONIC LOWER RESPIRATORY DISEASES,Male,4.0,158.0,77.4088608649215,66.2877457976149
SOUTH CENTRAL,CHRONIC LOWER RESPIRATORY DISEASES,Female,4.0,170.0,81.1308688638815,56.5338184544545
SOUTH CENTRAL,ACCIDENTS AND ADVERSE EFFECTS,Total,4.0,314.0,75.9097689103564,72.1425560212088
SOUTH CENTRAL,ACCIDENTS AND ADVERSE EFFECTS,Male,3.0,194.0,95.0463228341442,95.4569748061796
SOUTH CENTRAL,ACCIDENTS AND ADVERSE EFFECTS,Female,6.0,120.0,57.2688486097987,49.5211690947297
SOUTH CENTRAL,ALZHEIMER'S DISEASE,Total,5.0,280.0,67.6902397926745,56.1590336469305
SOUTH CENTRAL,ALZHEIMER'S DISEASE,Male,7.0,82.0,40.174218929896,42.9728864821591
SOUTH CENTRAL,ALZHEIMER'S DISEASE,Female,3.0,198.0,94.4936002061679,64.1110155531406
SOUTH CENTRAL,CEREBROVASCULAR DISEASE,Total,6.0,232.0,56.0861986853588,44.3950676263395
SOUTH CENTRAL,CEREBROVASCULAR DISEASE,Male,5.0,106.0,51.9325269093777,46.5818560771217
SOUTH CENTRAL,CEREBROVASCULAR DISEASE,Female,5.0,126.0,60.1322910402886,41.6771565348932
SOUTH CENTRAL,DIABETES MELLITUS,Total,7.0,142.0,34.3286216091421,26.5473315142437
SOUTH CENTRAL,DIABETES MELLITUS,Male,6.0,83.0,40.6641484290411,33.9139155595257
SOUTH CENTRAL,DIABETES MELLITUS,Female,7.0,59.0,28.1571838998177,20.1495157015838
SOUTH CENTRAL,PNEUMONIA AND INFLUENZA,Total,8.0,95.0,22.9663313582288,18.560835826321
SOUTH CENTRAL,PNEUMONIA AND INFLUENZA,Male,9.0,59.0,28.9058404495593,28.2745020446988
SOUTH CENTRAL,PNEUMONIA AND INFLUENZA,Female,8.0,36.0,17.1806545829396,11.7192966176061
SOUTH CENTRAL,SUICIDE,Total,9.0,86.0,20.7905736506072,19.6831618407182
SOUTH CENTRAL,SUICIDE,Male,8.0,70.0,34.2950649401551,32.6413336905749
SOUTH CENTRAL,SUICIDE,Female,15.0,16.0,7.63584648130649,7.62105599254354
SOUTH CENTRAL,CHRONIC LIVER DISEASE AND CIRRHOSIS,Total,10.0,75.0,18.1313142301807,14.5526580895609
SOUTH CENTRAL,CHRONIC LIVER DISEASE AND CIRRHOSIS,Male,10.0,51.0,24.9864044563987,20.9236338008123
SOUTH CENTRAL,CHRONIC LIVER DISEASE AND CIRRHOSIS,Female,12.0,24.0,11.4537697219597,8.71850878914694
SOUTH CENTRAL,PARKINSON'S DISEASE,Total,11.0,69.0,16.6808090917662,13.4855545113426
SOUTH CENTRAL,PARKINSON'S DISEASE,Male,11.0,37.0,18.1273914683677,17.3639446755025
SOUTH CENTRAL,PARKINSON'S DISEASE,Female,10.0,32.0,15.271692962613,10.5917156227564
SOUTH CENTRAL,"NEPHRITIS, NEPHROTIC SYNDROME, NEPHROSIS",Total,12.0,60.0,14.5050513841445,11.3245593496812
SOUTH CENTRAL,"NEPHRITIS, NEPHROTIC SYNDROME, NEPHROSIS",Male,12.0,26.0,12.7381669777719,11.539670008921
SOUTH CENTRAL,"NEPHRITIS, NEPHROTIC SYNDROME, NEPHROSIS",Female,9.0,34.0,16.2261737727763,11.2021107981536
SOUTHEAST,DISEASES OF HEART,Total,1.0,1111.0,327.758585593373,238.270665848312
SOUTHEAST,DISEASES OF HEART,Male,1.0,644.0,384.117573378982,305.655568974272
SOUTHEAST,DISEASES OF HEART,Female,1.0,467.0,272.602036051181,179.607427693525
SOUTHEAST,MALIGNANT NEOPLASMS,Total,2.0,809.0,238.664892659801,171.245408701298
SOUTHEAST,MALIGNANT NEOPLASMS,Male,2.0,454.0,270.790960114997,209.513216744611
SOUTHEAST,MALIGNANT NEOPLASMS,Female,2.0,355.0,207.224245820491,140.719576418933
SOUTHEAST,CHRONIC LOWER RESPIRATORY DISEASES,Total,3.0,308.0,90.8637663031133,63.6449696920557
SOUTHEAST,CHRONIC LOWER RESPIRATORY DISEASES,Male,4.0,139.0,82.9073644404946,64.5283453618628
SOUTHEAST,CHRONIC LOWER RESPIRATORY DISEASES,Female,3.0,169.0,98.6504156159522,62.9559906556982
SOUTHEAST,ALZHEIMER'S DISEASE,Total,4.0,242.0,71.3929592381604,53.4318768764282
SOUTHEAST,ALZHEIMER'S DISEASE,Male,6.0,73.0,43.5412777277418,40.1496760520038
SOUTHEAST,ALZHEIMER'S DISEASE,Female,3.0,169.0,98.6504156159522,62.5817521257549
SOUTHEAST,ACCIDENTS AND ADVERSE EFFECTS,Total,5.0,231.0,68.1478247273349,63.119800870929
SOUTHEAST,ACCIDENTS AND ADVERSE EFFECTS,Male,3.0,143.0,85.2931878776311,81.2636240340496
SOUTHEAST,ACCIDENTS AND ADVERSE EFFECTS,Female,6.0,88.0,51.3682637526852,45.9048487199471
SOUTHEAST,CEREBROVASCULAR DISEASE,Total,6.0,174.0,51.3321277166939,38.0616088143488
SOUTHEAST,CEREBROVASCULAR DISEASE,Male,5.0,78.0,46.5235570241624,39.3301052195476
SOUTHEAST,CEREBROVASCULAR DISEASE,Female,5.0,96.0,56.0381059120202,36.2881288785512
SOUTHEAST,DIABETES MELLITUS,Total,7.0,143.0,42.1867486407312,31.773231083429
SOUTHEAST,DIABETES MELLITUS,Male,7.0,72.0,42.9448218684576,35.6686602507746
SOUTHEAST,DIABETES MELLITUS,Female,7.0,71.0,41.4448491640983,28.1101213330206
SOUTHEAST,SUICIDE,Total,8.0,67.0,19.7658192932097,20.471122433761
SOUTHEAST,SUICIDE,Male,8.0,53.0,31.6121605420591,31.8071560114845
SOUTHEAST,SUICIDE,Female,14.0,14.0,8.17222377883628,9.42003662224613
SOUTHEAST,PNEUMONIA AND INFLUENZA,Total,9.0,65.0,19.175794836696,14.1644185933665
SOUTHEAST,PNEUMONIA AND INFLUENZA,Male,13.0,22.0,13.1220289042509,10.9696443107119
SOUTHEAST,PNEUMONIA AND INFLUENZA,Female,8.0,43.0,25.1004016064257,16.4634164634967
SOUTHEAST,"NEPHRITIS, NEPHROTIC SYNDROME, NEPHROSIS",Total,10.0,59.0,17.4057214671548,12.6015938679349
SOUTHEAST,"NEPHRITIS, NEPHROTIC SYNDROME, NEPHROSIS",Male,10.0,35.0,20.8759550749447,16.4581947283976
SOUTHEAST,"NEPHRITIS, NEPHROTIC SYNDROME, NEPHROSIS",Female,9.0,24.0,14.009526478005,9.56653089966461
SOUTHEAST,PARKINSON'S DISEASE,Total,10.0,59.0,17.4057214671548,12.7244303584463
SOUTHEAST,PARKINSON'S DISEASE,Male,10.0,35.0,20.8759550749447,18.2674334170045
SOUTHEAST,PARKINSON'S DISEASE,Female,9.0,24.0,14.009526478005,8.80030525704979
SOUTHEAST,CHRONIC LIVER DISEASE AND CIRRHOSIS,Total,12.0,58.0,17.110709238898,13.9280511043055
SOUTHEAST,CHRONIC LIVER DISEASE AND CIRRHOSIS,Male,9.0,38.0,22.6653226527971,20.2031067754891
SOUTHEAST,CHRONIC LIVER DISEASE AND CIRRHOSIS,Female,11.0,20.0,11.6746053983375,7.61396161496085
SULLIVAN,DISEASES OF HEART,Total,1.0,572.0,361.238821805689,229.908667581654
SULLIVAN,DISEASES OF HEART,Male,1.0,322.0,417.877906976744,299.616529361583
SULLIVAN,DISEASES OF HEART,Female,1.0,250.0,307.548469638815,171.957082704321
SULLIVAN,MALIGNANT NEOPLASMS,Total,2.0,451.0,284.822917192947,180.71629340204
SULLIVAN,MALIGNANT NEOPLASMS,Male,2.0,238.0,308.866279069767,213.831981002209
SULLIVAN,MALIGNANT NEOPLASMS,Female,2.0,213.0,262.03129613227,157.553287467279
SULLIVAN,CHRONIC LOWER RESPIRATORY DISEASES,Total,3.0,127.0,80.2051230232911,48.9404929656518
SULLIVAN,CHRONIC LOWER RESPIRATORY DISEASES,Male,4.0,50.0,64.8878737541528,46.3745506430746
SULLIVAN,CHRONIC LOWER RESPIRATORY DISEASES,Female,3.0,77.0,94.724928648755,52.2983878072303
SULLIVAN,ACCIDENTS AND ADVERSE EFFECTS,Total,4.0,101.0,63.7851765775779,52.4212154776752
SULLIVAN,ACCIDENTS AND ADVERSE EFFECTS,Male,3.0,64.0,83.0564784053156,74.7542782880611
SULLIVAN,ACCIDENTS AND ADVERSE EFFECTS,Female,6.0,37.0,45.5171735065446,31.3137479307203
SULLIVAN,CEREBROVASCULAR DISEASE,Total,5.0,96.0,60.6274945687869,36.6108790120513
SULLIVAN,CEREBROVASCULAR DISEASE,Male,5.0,46.0,59.6968438538206,42.7379590825977
SULLIVAN,CEREBROVASCULAR DISEASE,Female,5.0,50.0,61.509693927763,33.4420502364094
SULLIVAN,ALZHEIMER'S DISEASE,Total,6.0,79.0,49.8913757388976,29.9903406189429
SULLIVAN,ALZHEIMER'S DISEASE,Male,9.0,20.0,25.9551495016611,18.5720273825276
SULLIVAN,ALZHEIMER'S DISEASE,Female,4.0,59.0,72.5814388347604,37.1557406861566
SULLIVAN,DIABETES MELLITUS,Total,7.0,52.0,32.8398928914263,22.6751387064883
SULLIVAN,DIABETES MELLITUS,Male,8.0,21.0,27.2529069767442,21.4022647639593
SULLIVAN,DIABETES MELLITUS,Female,7.0,31.0,38.1360102352131,23.6529011544595
SULLIVAN,PNEUMONIA AND INFLUENZA,Total,7.0,52.0,32.8398928914263,20.8217379724846
SULLIVAN,PNEUMONIA AND INFLUENZA,Male,6.0,28.0,36.3372093023256,26.1488120110786
SULLIVAN,PNEUMONIA AND INFLUENZA,Female,8.0,24.0,29.5246530853262,16.0829161662463
SULLIVAN,"NEPHRITIS, NEPHROTIC SYNDROME, NEPHROSIS",Total,9.0,39.0,24.6299196685697,14.953704148131
SULLIVAN,"NEPHRITIS, NEPHROTIC SYNDROME, NEPHROSIS",Male,11.0,16.0,20.7641196013289,14.3216600743992
SULLIVAN,"NEPHRITIS, NEPHROTIC SYNDROME, NEPHROSIS",Female,9.0,23.0,28.294459206771,15.1042409334965
SULLIVAN,SUICIDE,Total,10.0,38.0,23.9983832668115,21.788216262821
SULLIVAN,SUICIDE,Male,7.0,,,
SULLIVAN,SUICIDE,Female,10.0,,,
SULLIVAN,CHRONIC LIVER DISEASE AND CIRRHOSIS,Total,11.0,29.0,18.3145556509877,13.4532479238153
SULLIVAN,CHRONIC LIVER DISEASE AND CIRRHOSIS,Male,10.0,18.0,23.359634551495,17.4612751148529
SULLIVAN,CHRONIC LIVER DISEASE AND CIRRHOSIS,Female,12.0,11.0,13.5321326641079,10.0666112957937
SULLIVAN,SEPTICEMIA,Total,12.0,24.0,15.1568736421967,10.5185160937839
SULLIVAN,SEPTICEMIA,Male,13.0,,,
SULLIVAN,SEPTICEMIA,Female,10.0,,,
UPPER CUMBERLAND,DISEASES OF HEART,Total,1.0,1012.0,280.836515407157,194.386301787551
UPPER CUMBERLAND,DISEASES OF HEART,Male,1.0,558.0,313.331761059263,236.62572186747
UPPER CUMBERLAND,DISEASES OF HEART,Female,1.0,454.0,249.086499950622,157.194933097294
UPPER CUMBERLAND,MALIGNANT NEOPLASMS,Total,2.0,948.0,263.076103365598,173.976337867608
UPPER CUMBERLAND,MALIGNANT NEOPLASMS,Male,2.0,545.0,306.031917163618,217.400826028413
UPPER CUMBERLAND,MALIGNANT NEOPLASMS,Female,2.0,403.0,221.10541735705,137.442184357295
UPPER CUMBERLAND,CHRONIC LOWER RESPIRATORY DISEASES,Total,3.0,318.0,88.2470473314981,56.9865042145772
UPPER CUMBERLAND,CHRONIC LOWER RESPIRATORY DISEASES,Male,4.0,155.0,87.0366002942399,60.5413439315434
UPPER CUMBERLAND,CHRONIC LOWER RESPIRATORY DISEASES,Female,4.0,163.0,89.4297345637694,54.415052635888
UPPER CUMBERLAND,ACCIDENTS AND ADVERSE EFFECTS,Total,4.0,265.0,73.5392061095817,68.9488708275671
UPPER CUMBERLAND,ACCIDENTS AND ADVERSE EFFECTS,Male,3.0,169.0,94.897970643397,91.7825784349491
UPPER CUMBERLAND,ACCIDENTS AND ADVERSE EFFECTS,Female,6.0,96.0,52.6702731173121,46.7989460430376
UPPER CUMBERLAND,CEREBROVASCULAR DISEASE,Total,5.0,234.0,64.9365065269514,44.1411824778686
UPPER CUMBERLAND,CEREBROVASCULAR DISEASE,Male,5.0,111.0,62.329436339746,49.0135393682229
UPPER CUMBERLAND,CEREBROVASCULAR DISEASE,Female,5.0,123.0,67.4837874315561,40.5944782831654
UPPER CUMBERLAND,ALZHEIMER'S DISEASE,Total,6.0,231.0,64.1039872125033,45.360248488935
UPPER CUMBERLAND,ALZHEIMER'S DISEASE,Male,7.0,66.0,37.0607459317408,30.2474869457947
UPPER CUMBERLAND,ALZHEIMER'S DISEASE,Female,3.0,165.0,90.5270319203801,54.8333278250763
UPPER CUMBERLAND,DIABETES MELLITUS,Total,7.0,149.0,41.3484592842554,29.655112692377
UPPER CUMBERLAND,DIABETES MELLITUS,Male,6.0,82.0,46.0451691879204,35.2523906309461
UPPER CUMBERLAND,DIABETES MELLITUS,Female,7.0,67.0,36.7594614464574,24.6991191169219
UPPER CUMBERLAND,PNEUMONIA AND INFLUENZA,Total,8.0,96.0,26.640618062339,17.9470697874111
UPPER CUMBERLAND,PNEUMONIA AND INFLUENZA,Male,10.0,48.0,26.9532697685388,20.5225314646058
UPPER CUMBERLAND,PNEUMONIA AND INFLUENZA,Female,8.0,48.0,26.335136558656,15.9589182881825
UPPER CUMBERLAND,CHRONIC LIVER DISEASE AND CIRRHOSIS,Total,9.0,81.0,22.4780214900986,17.192360366912
UPPER CUMBERLAND,CHRONIC LIVER DISEASE AND CIRRHOSIS,Male,8.0,62.0,34.8146401176959,27.5120085872493
UPPER CUMBERLAND,CHRONIC LIVER DISEASE AND CIRRHOSIS,Female,11.0,19.0,10.4243248878013,7.51188526965954
UPPER CUMBERLAND,SUICIDE,Total,10.0,80.0,22.2005150519492,20.5915781683075
UPPER CUMBERLAND,SUICIDE,Male,8.0,62.0,34.8146401176959,31.9587563653294
UPPER CUMBERLAND,SUICIDE,Female,14.0,18.0,9.87567620949601,10.1216842193642
UPPER CUMBERLAND,"NEPHRITIS, NEPHROTIC SYNDROME, NEPHROSIS",Total,11.0,79.0,21.9230086137998,15.7626389750913
UPPER CUMBERLAND,"NEPHRITIS, NEPHROTIC SYNDROME, NEPHROSIS",Male,11.0,38.0,21.3380052334265,17.311713215184
UPPER CUMBERLAND,"NEPHRITIS, NEPHROTIC SYNDROME, NEPHROSIS",Female,9.0,41.0,22.4945958105187,14.2639211688026
UPPER CUMBERLAND,HYPERTENSION AND RENAL DISEASE,Total,14.0,46.0,12.7652961548708,8.69836268531239
UPPER CUMBERLAND,HYPERTENSION AND RENAL DISEASE,Male,14.0,24.0,13.4766348842694,9.90866556703682
UPPER CUMBERLAND,HYPERTENSION AND RENAL DISEASE,Female,10.0,22.0,12.0702709227173,7.6597609125929
WEST,DISEASES OF HEART,Total,1.0,1812.0,344.229501532125,247.467249191364
WEST,DISEASES OF HEART,Male,1.0,985.0,379.715117287639,312.978648571821
WEST,DISEASES OF HEART,Female,1.0,827.0,309.751749142284,198.042655863756
WEST,MALIGNANT NEOPLASMS,Total,2.0,1420.0,269.760426145484,188.417404844588
WEST,MALIGNANT NEOPLASMS,Male,2.0,761.0,293.363659143039,224.922110637648
WEST,MALIGNANT NEOPLASMS,Female,2.0,659.0,246.827572774806,161.906718675855
WEST,CHRONIC LOWER RESPIRATORY DISEASES,Total,3.0,457.0,86.8172639073848,59.9137543060721
WEST,CHRONIC LOWER RESPIRATORY DISEASES,Male,4.0,213.0,82.1109847535707,65.3257617066846
WEST,CHRONIC LOWER RESPIRATORY DISEASES,Female,3.0,244.0,91.3898752003835,57.0870249233933
WEST,CEREBROVASCULAR DISEASE,Total,4.0,364.0,69.1498557161664,49.2772478498249
WEST,CEREBROVASCULAR DISEASE,Male,5.0,151.0,58.2101347314046,46.8891490524562
WEST,CEREBROVASCULAR DISEASE,Female,4.0,213.0,79.7788664659086,49.978956548321
WEST,ACCIDENTS AND ADVERSE EFFECTS,Total,5.0,353.0,67.0601622741944,61.6037693951276
WEST,ACCIDENTS AND ADVERSE EFFECTS,Male,3.0,224.0,86.3514581446001,83.4165042702879
WEST,ACCIDENTS AND ADVERSE EFFECTS,Female,6.0,129.0,48.31677828217,40.9759151216539
WEST,ALZHEIMER'S DISEASE,Total,6.0,260.0,49.392754082976,35.6605006429421
WEST,ALZHEIMER'S DISEASE,Male,8.0,86.0,33.1527919662304,30.3901814952832
WEST,ALZHEIMER'S DISEASE,Female,5.0,174.0,65.1714683806014,38.8866213568307
WEST,DIABETES MELLITUS,Total,7.0,235.0,44.6434508057668,32.7299268444466
WEST,DIABETES MELLITUS,Male,6.0,138.0,53.1986661783697,43.094351270188
WEST,DIABETES MELLITUS,Female,7.0,97.0,36.331220878841,24.1214192470941
WEST,PNEUMONIA AND INFLUENZA,Total,8.0,132.0,25.0763213036647,17.7449084143855
WEST,PNEUMONIA AND INFLUENZA,Male,9.0,67.0,25.8283379271795,20.697150608825
WEST,PNEUMONIA AND INFLUENZA,Female,8.0,65.0,24.345663475512,15.2699008358581
WEST,SUICIDE,Total,9.0,112.0,21.2768786818974,19.8531902635582
WEST,SUICIDE,Male,7.0,88.0,33.9237871282358,32.2784218621634
WEST,SUICIDE,Female,15.0,24.0,8.98916805249674,8.51381151980483
WEST,"NEPHRITIS, NEPHROTIC SYNDROME, NEPHROSIS",Total,10.0,97.0,18.4272967155718,13.2547664764525
WEST,"NEPHRITIS, NEPHROTIC SYNDROME, NEPHROSIS",Male,11.0,48.0,18.5038838881286,14.8198254974051
WEST,"NEPHRITIS, NEPHROTIC SYNDROME, NEPHROSIS",Female,9.0,49.0,18.3528847738475,11.5756671149538
WEST,CHRONIC LIVER DISEASE AND CIRRHOSIS,Total,11.0,81.0,15.3877426181579,11.9299012623886
WEST,CHRONIC LIVER DISEASE AND CIRRHOSIS,Male,10.0,52.0,20.0458742121393,15.7207410730743
WEST,CHRONIC LIVER DISEASE AND CIRRHOSIS,Female,12.0,29.0,10.8619113967669,8.38387932958783
WEST,HYPERTENSION AND RENAL DISEASE,Total,12.0,80.0,15.1977704870695,10.6966603100402
WEST,HYPERTENSION AND RENAL DISEASE,Male,15.0,33.0,12.7214201730884,10.0823208536963
WEST,HYPERTENSION AND RENAL DISEASE,Female,10.0,47.0,17.6037874361395,10.7051618926149
